,nation,sido,gu,GB3,GB2,TA_YM,DAW_CCD_R,APV_TS_DL_TM_R,VLM,USEC
27,프랑스,강원,춘천시,의료,약국,201805,WHITE,활동,32000 ,1
28,프랑스,강원,강릉시,의료,약국,201805,WHITE,활동,40000 ,1
29,프랑스,강원,강릉시,교통,교통,201605,WHITE,휴식,35000 ,1
30,프랑스,강원,양양군,교통,교통,201602,WHITE,활동,172000 ,4
31,프랑스,강원,원주시,쇼핑,화장품,201606,WHITE,휴식,240000 ,2
32,프랑스,강원,평창군,의료,약국,201802,RED,활동,34000 ,1
33,프랑스,강원,평창군,의료,약국,201803,WHITE,활동,3500 ,1
34,프랑스,강원,평창군,체험,피부미용,201802,WHITE,휴식,210000 ,1
35,프랑스,강원,강릉시,교통,교통,201709,WHITE,활동,50000 ,1
36,프랑스,강원,고성군,교통,교통,201707,RED,활동,220000 ,2
37,프랑스,강원,삼척시,교통,교통,201608,WHITE,활동,32000 ,1
38,프랑스,강원,속초시,교통,교통,201810,RED,활동,146000 ,4
39,프랑스,강원,속초시,교통,교통,201610,WHITE,활동,404550 ,15
40,프랑스,강원,양양군,교통,교통,201609,WHITE,활동,109000 ,2
41,프랑스,강원,양양군,교통,교통,201607,RED,활동,47000 ,1
42,프랑스,강원,원주시,교통,교통,201807,WHITE,활동,96000 ,1
43,프랑스,강원,원주시,교통,교통,201810,RED,휴식,106000 ,1
44,프랑스,강원,원주시,교통,교통,201803,WHITE,휴식,106000 ,1
45,프랑스,강원,강릉시,교통,교통,201801,WHITE,활동,274000 ,4
46,프랑스,강원,강릉시,교통,교통,201612,WHITE,활동,76000 ,1
47,프랑스,강원,삼척시,교통,교통,201702,WHITE,활동,1105000 ,4
48,프랑스,강원,양양군,교통,교통,201603,WHITE,활동,127000 ,2
49,프랑스,강원,양양군,교통,교통,201708,WHITE,활동,56000 ,1
50,프랑스,강원,양양군,교통,교통,201705,WHITE,활동,38940 ,1
51,프랑스,강원,양양군,교통,교통,201708,RED,활동,38000 ,1
52,프랑스,강원,원주시,교통,교통,201603,WHITE,활동,73000 ,1
53,프랑스,강원,원주시,교통,교통,201804,WHITE,활동,31000 ,1
54,프랑스,강원,원주시,교통,교통,201712,WHITE,활동,33000 ,1
55,프랑스,강원,원주시,교통,교통,201707,RED,활동,78000 ,1
56,프랑스,강원,인제군,교통,교통,201802,RED,활동,79000 ,1
57,프랑스,강원,태백시,교통,교통,201706,WHITE,활동,174000 ,3
58,프랑스,강원,평창군,교통,교통,201801,RED,활동,323000 ,4
59,프랑스,강원,평창군,교통,교통,201709,RED,활동,65000 ,1
60,프랑스,강원,평창군,교통,교통,201712,WHITE,활동,338000 ,4
61,프랑스,강원,평창군,교통,교통,201811,WHITE,활동,72000 ,1
62,프랑스,강원,평창군,교통,교통,201801,WHITE,활동,688071 ,9
63,프랑스,강원,평창군,교통,교통,201609,WHITE,활동,80000 ,1
64,프랑스,강원,홍천군,교통,교통,201802,WHITE,활동,61000 ,1
65,프랑스,강원,홍천군,교통,교통,201606,WHITE,활동,20000 ,1
66,프랑스,강원,횡성군,교통,교통,201802,WHITE,휴식,75000 ,1
67,프랑스,강원,속초시,교통,교통,201811,WHITE,활동,264000 ,6
68,프랑스,강원,속초시,교통,교통,201606,WHITE,활동,117650 ,5
69,프랑스,강원,속초시,교통,교통,201609,RED,활동,209000 ,2
70,프랑스,강원,속초시,교통,교통,201603,WHITE,휴식,33792 ,2
71,프랑스,강원,속초시,교통,교통,201805,RED,활동,34900 ,2
72,프랑스,강원,속초시,교통,교통,201603,WHITE,활동,352450 ,3
73,프랑스,강원,속초시,교통,교통,201704,WHITE,휴식,2300 ,1
74,프랑스,강원,속초시,교통,교통,201707,WHITE,휴식,6700 ,1
75,프랑스,강원,속초시,교통,교통,201803,RED,활동,26800 ,2
76,프랑스,강원,속초시,교통,교통,201710,RED,휴식,2500 ,1
77,프랑스,강원,양양군,교통,교통,201707,RED,활동,67000 ,1
78,프랑스,강원,인제군,교통,교통,201607,WHITE,활동,52000 ,1
79,프랑스,강원,평창군,교통,교통,201801,WHITE,휴식,65000 ,2
80,프랑스,강원,평창군,숙박,그외숙박,201709,WHITE,활동,82000 ,2
81,프랑스,강원,평창군,숙박,그외숙박,201611,WHITE,활동,1120307 ,2
82,프랑스,강원,평창군,숙박,그외숙박,201603,RED,활동,814000 ,1
83,프랑스,강원,홍천군,숙박,그외숙박,201701,WHITE,활동,1168000 ,9
84,프랑스,강원,홍천군,숙박,그외숙박,201709,RED,활동,230000 ,4
85,프랑스,강원,홍천군,숙박,그외숙박,201706,RED,활동,63000 ,1
86,프랑스,강원,홍천군,숙박,그외숙박,201702,WHITE,활동,65400 ,4
87,프랑스,강원,속초시,쇼핑,관광여행사,201810,RED,활동,291870 ,1
88,프랑스,강원,속초시,쇼핑,관광여행사,201605,RED,휴식,118024 ,1
89,프랑스,강원,양양군,숙박,그외숙박,201804,WHITE,활동,114600 ,2
90,프랑스,강원,양양군,숙박,그외숙박,201701,WHITE,휴식,9000 ,1
91,프랑스,강원,홍천군,숙박,그외숙박,201612,WHITE,활동,56600 ,1
92,프랑스,강원,홍천군,숙박,그외숙박,201706,WHITE,활동,32200 ,1
93,프랑스,강원,속초시,교통,교통,201807,WHITE,활동,120000 ,5
94,프랑스,강원,속초시,교통,교통,201702,WHITE,활동,80000 ,2
95,프랑스,강원,속초시,교통,교통,201804,RED,활동,20000 ,2
96,프랑스,강원,속초시,쇼핑,할인점/편의점,201601,WHITE,휴식,10800 ,1
97,프랑스,강원,원주시,쇼핑,할인점/편의점,201809,RED,활동,110080 ,10
98,프랑스,강원,춘천시,쇼핑,할인점/편의점,201703,RED,휴식,16500 ,2
99,프랑스,강원,강릉시,쇼핑,할인점/편의점,201801,RED,활동,3689440 ,31
100,프랑스,강원,속초시,쇼핑,할인점/편의점,201609,WHITE,휴식,244310 ,16
101,프랑스,강원,춘천시,쇼핑,할인점/편의점,201601,RED,활동,282480 ,7
102,프랑스,강원,속초시,쇼핑,할인점/편의점,201806,WHITE,활동,332160 ,24
103,프랑스,강원,속초시,쇼핑,기타쇼핑,201610,WHITE,활동,81000 ,3
104,프랑스,강원,속초시,쇼핑,기타쇼핑,201709,RED,활동,10360 ,2
105,프랑스,강원,원주시,쇼핑,기타쇼핑,201807,WHITE,휴식,600 ,1
106,프랑스,강원,강릉시,쇼핑,할인점/편의점,201807,WHITE,활동,43500 ,8
107,프랑스,강원,강릉시,쇼핑,할인점/편의점,201801,WHITE,휴식,2204020 ,28
108,프랑스,강원,속초시,쇼핑,기타쇼핑,201710,RED,휴식,86600 ,3
109,프랑스,강원,속초시,쇼핑,할인점/편의점,201804,WHITE,활동,512680 ,21
110,프랑스,강원,속초시,쇼핑,할인점/편의점,201807,WHITE,활동,200450 ,12
111,프랑스,강원,양양군,쇼핑,할인점/편의점,201610,WHITE,활동,23770 ,5
112,프랑스,강원,양양군,쇼핑,할인점/편의점,201710,WHITE,활동,58250 ,8
113,프랑스,강원,양양군,쇼핑,할인점/편의점,201804,RED,휴식,14310 ,4
114,프랑스,강원,인제군,쇼핑,할인점/편의점,201604,WHITE,활동,20280 ,2
115,프랑스,강원,평창군,쇼핑,할인점/편의점,201712,RED,활동,218150 ,10
116,프랑스,강원,평창군,쇼핑,할인점/편의점,201801,RED,활동,546840 ,13
117,프랑스,강원,평창군,쇼핑,할인점/편의점,201802,RED,휴식,6399730 ,188
118,프랑스,강원,평창군,쇼핑,할인점/편의점,201711,WHITE,활동,194460 ,8
119,프랑스,강원,평창군,쇼핑,할인점/편의점,201801,RED,휴식,228050 ,6
120,프랑스,강원,홍천군,쇼핑,할인점/편의점,201810,WHITE,활동,130140 ,1
121,프랑스,강원,강릉시,쇼핑,할인점/편의점,201606,WHITE,활동,78510 ,9
122,프랑스,강원,속초시,음식,한식외,201711,RED,휴식,23500 ,3
123,프랑스,강원,평창군,쇼핑,할인점/편의점,201712,WHITE,활동,429800 ,19
124,프랑스,강원,평창군,쇼핑,할인점/편의점,201604,RED,활동,54790 ,4
125,프랑스,강원,평창군,음식,한식외,201712,WHITE,활동,285610 ,27
126,프랑스,강원,평창군,음식,한식외,201706,WHITE,활동,42100 ,3
127,프랑스,강원,강릉시,음식,한식외,201803,RED,활동,246600 ,18
128,프랑스,강원,동해시,음식,한식외,201805,RED,활동,12700 ,1
129,프랑스,강원,속초시,음식,한식외,201803,RED,활동,105200 ,13
130,프랑스,강원,속초시,음식,한식외,201810,RED,활동,218800 ,17
131,프랑스,강원,원주시,음식,한식외,201802,WHITE,휴식,283900 ,3
132,프랑스,강원,원주시,음식,한식외,201605,WHITE,활동,43500 ,7
133,프랑스,강원,평창군,음식,한식외,201602,WHITE,휴식,1086600 ,22
134,프랑스,강원,강릉시,음식,한식외,201803,RED,취침,6700 ,1
135,프랑스,강원,속초시,음식,한식외,201709,WHITE,휴식,406400 ,5
136,프랑스,강원,속초시,음식,한식외,201706,RED,활동,20600 ,3
137,프랑스,강원,속초시,음식,한식외,201704,WHITE,휴식,526200 ,13
138,프랑스,강원,원주시,음식,한식외,201703,RED,활동,5100 ,1
139,프랑스,강원,원주시,음식,한식외,201701,WHITE,활동,81400 ,4
140,프랑스,강원,춘천시,음식,한식외,201807,WHITE,활동,65800 ,3
141,프랑스,강원,평창군,음식,한식외,201812,WHITE,휴식,24000 ,1
142,프랑스,강원,평창군,음식,한식외,201803,RED,활동,875290 ,59
143,프랑스,강원,홍천군,음식,한식외,201606,WHITE,휴식,37600 ,3
144,프랑스,강원,횡성군,음식,한식외,201705,WHITE,휴식,167030 ,8
145,프랑스,강원,강릉시,음식,한식외,201812,RED,휴식,117000 ,8
146,프랑스,강원,동해시,음식,한식외,201809,WHITE,휴식,4000 ,1
147,프랑스,강원,삼척시,음식,한식외,201802,WHITE,활동,27300 ,2
148,프랑스,강원,속초시,음식,한식외,201806,RED,활동,109800 ,8
149,프랑스,강원,원주시,음식,한식외,201812,RED,활동,35800 ,2
150,프랑스,강원,원주시,음식,한식외,201704,RED,활동,5100 ,1
151,프랑스,강원,평창군,음식,한식외,201702,WHITE,활동,296420 ,8
152,프랑스,강원,고성군,음식,한식외,201805,RED,휴식,6000 ,1
153,프랑스,강원,강릉시,쇼핑,가전전자제품,201802,WHITE,활동,37000 ,1
154,프랑스,강원,원주시,음식,한식외,201712,RED,휴식,17900 ,1
155,프랑스,강원,원주시,음식,한식외,201812,WHITE,휴식,7300 ,1
156,프랑스,강원,원주시,쇼핑,가전전자제품,201705,WHITE,활동,41000 ,1
157,프랑스,강원,원주시,쇼핑,가전전자제품,201711,WHITE,활동,41000 ,1
158,프랑스,강원,춘천시,음식,한식외,201607,WHITE,휴식,32800 ,2
159,프랑스,강원,춘천시,음식,한식외,201704,RED,활동,6800 ,2
160,프랑스,강원,강릉시,쇼핑,가전전자제품,201802,WHITE,휴식,448000 ,1
161,프랑스,강원,강릉시,쇼핑,의류잡화,201808,WHITE,활동,368000 ,2
162,프랑스,강원,강릉시,쇼핑,관광상품,201605,WHITE,활동,35000 ,1
163,프랑스,강원,강릉시,쇼핑,관광상품,201704,WHITE,활동,66000 ,1
164,프랑스,강원,고성군,쇼핑,관광상품,201807,WHITE,활동,131000 ,2
165,프랑스,강원,고성군,쇼핑,관광상품,201805,WHITE,활동,100000 ,3
166,프랑스,강원,고성군,쇼핑,관광상품,201808,RED,활동,22600 ,1
167,프랑스,강원,양양군,쇼핑,관광상품,201812,RED,활동,55000 ,1
168,프랑스,강원,양양군,쇼핑,관광상품,201609,WHITE,휴식,25000 ,1
169,프랑스,강원,강릉시,쇼핑,관광상품,201702,WHITE,활동,40000 ,1
170,프랑스,강원,속초시,쇼핑,관광상품,201804,WHITE,활동,15000 ,1
171,프랑스,강원,춘천시,쇼핑,관광상품,201707,WHITE,활동,26000 ,1
172,프랑스,강원,평창군,쇼핑,관광상품,201802,RED,휴식,65000 ,1
173,프랑스,강원,속초시,스포츠,종합레저타운/놀이동?201807,RED,휴식,5000,2 ,NA
174,프랑스,강원,속초시,음식,한식,201610,RED,활동,253500 ,10
175,프랑스,강원,속초시,음식,한식,201609,WHITE,휴식,52500 ,3
176,프랑스,강원,강릉시,음식,한식,201605,WHITE,활동,87100 ,3
177,프랑스,강원,삼척시,음식,한식,201602,WHITE,활동,7900 ,1
178,프랑스,강원,정선군,쇼핑,할인점/편의점,201612,RED,활동,11950 ,4
179,프랑스,강원,춘천시,음식,한식,201611,WHITE,휴식,233900 ,4
180,프랑스,강원,평창군,음식,한식,201606,RED,활동,4000 ,1
181,프랑스,강원,속초시,음식,한식,201710,RED,활동,333620 ,19
182,프랑스,강원,양구군,음식,한식,201709,WHITE,활동,7000 ,1
183,프랑스,강원,춘천시,쇼핑,할인점/편의점,201712,WHITE,활동,258350 ,34
184,프랑스,강원,평창군,음식,한식,201707,RED,활동,126000 ,2
185,프랑스,강원,평창군,쇼핑,할인점/편의점,201703,WHITE,활동,350690 ,29
186,프랑스,강원,평창군,음식,한식,201711,WHITE,활동,69500 ,5
187,프랑스,강원,속초시,쇼핑,의류잡화,201604,RED,활동,94400 ,2
188,프랑스,강원,원주시,숙박,특급호텔,201610,RED,활동,72000 ,1
189,프랑스,강원,정선군,숙박,특급호텔,201701,WHITE,활동,1974500 ,10
190,프랑스,강원,춘천시,음식,한식,201601,RED,휴식,76000 ,1
191,프랑스,강원,춘천시,쇼핑,할인점/편의점,201710,WHITE,휴식,40420 ,8
192,프랑스,강원,춘천시,쇼핑,할인점/편의점,201705,RED,활동,188950 ,30
193,프랑스,강원,평창군,쇼핑,할인점/편의점,201602,RED,활동,357100 ,26
194,프랑스,강원,화천군,음식,한식,201603,WHITE,휴식,5600 ,1
195,프랑스,강원,속초시,음식,한식,201704,WHITE,활동,138500 ,3
196,프랑스,강원,양양군,음식,한식,201708,WHITE,활동,233000 ,2
197,프랑스,강원,원주시,쇼핑,할인점/편의점,201607,WHITE,활동,311320 ,16
198,프랑스,강원,춘천시,쇼핑,할인점/편의점,201611,WHITE,활동,215250 ,25
199,프랑스,강원,강릉시,음식,한식,201706,RED,활동,217000 ,3
200,프랑스,강원,속초시,음식,한식,201711,RED,활동,67800 ,7
201,프랑스,강원,속초시,쇼핑,할인점/편의점,201704,RED,활동,45500 ,9
202,프랑스,강원,원주시,음식,한식,201706,RED,활동,10900 ,1
203,프랑스,강원,정선군,쇼핑,할인점/편의점,201712,RED,휴식,40950 ,3
204,프랑스,강원,춘천시,쇼핑,할인점/편의점,201806,WHITE,휴식,341350 ,17
205,프랑스,강원,평창군,숙박,특급호텔,201702,RED,활동,3306280 ,12
206,프랑스,강원,평창군,음식,한식,201710,WHITE,활동,174500 ,6
207,프랑스,강원,홍천군,음식,한식,201707,WHITE,활동,89000 ,2
208,프랑스,강원,속초시,음식,한식,201812,WHITE,활동,196000 ,4
209,프랑스,강원,원주시,쇼핑,할인점/편의점,201809,RED,휴식,149450 ,12
210,프랑스,강원,춘천시,음식,한식,201802,WHITE,활동,34000 ,2
211,프랑스,강원,춘천시,음식,한식,201805,RED,활동,54000 ,4
212,프랑스,강원,평창군,음식,한식,201802,WHITE,활동,4465280 ,116
213,프랑스,강원,강릉시,음식,한식,201804,WHITE,활동,38000 ,1
214,프랑스,강원,속초시,음식,한식,201803,RED,활동,104500 ,6
215,프랑스,강원,원주시,음식,한식,201808,WHITE,휴식,74000 ,2
216,프랑스,강원,평창군,쇼핑,할인점/편의점,201810,WHITE,활동,6400 ,1
217,프랑스,강원,평창군,숙박,특급호텔,201802,WHITE,휴식,10488466 ,68
218,프랑스,강원,강릉시,음식,한식,201812,RED,활동,56000 ,7
219,프랑스,강원,강릉시,음식,한식,201810,WHITE,휴식,189200 ,5
220,프랑스,강원,동해시,쇼핑,할인점/편의점,201808,WHITE,활동,38840 ,6
221,프랑스,강원,정선군,쇼핑,할인점/편의점,201801,RED,활동,10700 ,2
222,프랑스,강원,정선군,숙박,특급호텔,201802,RED,휴식,84000 ,1
223,프랑스,강원,춘천시,음식,한식,201803,WHITE,활동,70700 ,10
224,프랑스,강원,평창군,음식,한식,201801,WHITE,휴식,1442000 ,31
225,프랑스,강원,강릉시,쇼핑,할인점/편의점,201808,RED,취침,2600 ,1
226,프랑스,강원,강릉시,쇼핑,할인점/편의점,201812,WHITE,휴식,66300 ,15
227,프랑스,강원,강릉시,쇼핑,할인점/편의점,201609,RED,활동,13900 ,5
228,프랑스,강원,속초시,숙박,특급호텔,201805,WHITE,활동,1792036 ,10
229,프랑스,강원,속초시,쇼핑,할인점/편의점,201606,RED,활동,568800 ,11
230,프랑스,강원,원주시,음식,한식,201804,WHITE,휴식,185700 ,3
231,프랑스,강원,춘천시,쇼핑,할인점/편의점,201804,WHITE,휴식,31450 ,4
232,프랑스,강원,춘천시,음식,한식,201806,WHITE,휴식,189000 ,11
233,프랑스,강원,평창군,쇼핑,할인점/편의점,201812,WHITE,휴식,124140 ,5
234,프랑스,강원,고성군,쇼핑,할인점/편의점,201711,RED,활동,7100 ,1
235,프랑스,강원,속초시,음식,한식,201611,WHITE,활동,57500 ,5
236,프랑스,강원,속초시,쇼핑,할인점/편의점,201605,RED,활동,50570 ,12
237,프랑스,강원,속초시,쇼핑,할인점/편의점,201608,WHITE,휴식,185720 ,7
238,프랑스,강원,속초시,음식,한식,201604,WHITE,활동,69000 ,6
239,프랑스,강원,양양군,쇼핑,할인점/편의점,201608,WHITE,활동,13650 ,3
240,프랑스,강원,원주시,음식,한식,201610,RED,취침,24000 ,1
241,프랑스,강원,정선군,숙박,특급호텔,201704,WHITE,활동,115600 ,1
242,프랑스,강원,춘천시,음식,한식,201609,WHITE,활동,56500 ,3
243,프랑스,강원,강릉시,음식,한식,201708,WHITE,활동,264000 ,7
244,프랑스,강원,강릉시,음식,한식,201611,WHITE,휴식,45000 ,1
245,프랑스,강원,강릉시,쇼핑,할인점/편의점,201711,RED,활동,16500 ,2
246,프랑스,강원,속초시,음식,한식,201606,WHITE,활동,76350 ,9
247,프랑스,강원,속초시,체험,목욕시설,201706,WHITE,휴식,45000 ,1
248,프랑스,강원,원주시,쇼핑,할인점/편의점,201709,WHITE,활동,87200 ,3
249,프랑스,강원,원주시,쇼핑,할인점/편의점,201605,WHITE,휴식,1500 ,1
250,프랑스,강원,인제군,쇼핑,할인점/편의점,201711,WHITE,휴식,16180 ,1
251,프랑스,강원,춘천시,쇼핑,할인점/편의점,201706,WHITE,휴식,12500 ,5
252,프랑스,강원,춘천시,체험,"이용,미용",201704,WHITE,활동,7000 ,1
253,프랑스,강원,평창군,쇼핑,할인점/편의점,201707,WHITE,휴식,115920 ,7
254,프랑스,강원,평창군,숙박,특급호텔,201610,RED,활동,378141 ,2
255,프랑스,강원,평창군,음식,한식,201712,RED,휴식,23500 ,1
256,프랑스,강원,강릉시,음식,한식,201712,RED,활동,45900 ,3
257,프랑스,강원,원주시,음식,한식,201711,WHITE,활동,247800 ,4
258,프랑스,강원,정선군,숙박,특급호텔,201812,RED,활동,1183700 ,6
259,프랑스,강원,춘천시,음식,한식,201708,RED,활동,117500 ,3
260,프랑스,강원,평창군,음식,한식,201711,WHITE,휴식,90000 ,3
261,프랑스,강원,횡성군,쇼핑,할인점/편의점,201807,RED,활동,14650 ,1
262,프랑스,강원,강릉시,쇼핑,할인점/편의점,201805,WHITE,활동,59400 ,30
263,프랑스,강원,강릉시,음식,한식,201806,RED,휴식,74000 ,2
264,프랑스,강원,강릉시,음식,한식,201801,RED,휴식,237500 ,12
265,프랑스,강원,삼척시,음식,한식,201804,RED,활동,26000 ,3
266,프랑스,강원,속초시,쇼핑,할인점/편의점,201811,WHITE,휴식,13400 ,3
267,프랑스,강원,속초시,숙박,특급호텔,201809,RED,활동,1378776 ,5
268,프랑스,강원,양양군,쇼핑,할인점/편의점,201805,RED,휴식,29200 ,5
269,프랑스,강원,양양군,음식,한식,201803,RED,활동,15000 ,1
270,프랑스,강원,원주시,음식,한식,201811,RED,활동,336000 ,4
271,프랑스,강원,정선군,음식,한식,201801,WHITE,휴식,46000 ,2
272,프랑스,강원,춘천시,음식,한식,201805,WHITE,활동,52900 ,5
273,프랑스,강원,평창군,음식,한식,201804,WHITE,활동,75000 ,4
274,프랑스,강원,강릉시,쇼핑,할인점/편의점,201808,WHITE,취침,4850 ,1
275,프랑스,강원,속초시,쇼핑,할인점/편의점,201803,RED,취침,11400 ,2
276,프랑스,강원,영월군,쇼핑,할인점/편의점,201812,WHITE,활동,9000 ,1
277,프랑스,강원,원주시,음식,한식,201803,RED,휴식,4700 ,2
278,프랑스,강원,인제군,음식,한식,201603,WHITE,활동,41000 ,1
279,프랑스,강원,정선군,음식,한식,201811,WHITE,활동,18000 ,1
280,프랑스,강원,강릉시,쇼핑,할인점/편의점,201605,RED,활동,14100 ,3
281,프랑스,강원,강릉시,쇼핑,기타쇼핑,201707,WHITE,활동,41300 ,3
282,프랑스,강원,강릉시,쇼핑,할인점/편의점,201705,WHITE,활동,67600 ,12
283,프랑스,강원,고성군,음식,한식,201607,WHITE,활동,34000 ,1
284,프랑스,강원,동해시,쇼핑,할인점/편의점,201605,WHITE,휴식,4500 ,1
285,프랑스,강원,속초시,음식,한식,201708,RED,휴식,170000 ,5
286,프랑스,강원,속초시,체험,목욕시설,201709,RED,활동,83000 ,1
287,프랑스,강원,속초시,쇼핑,할인점/편의점,201605,RED,휴식,27890 ,4
288,프랑스,강원,속초시,숙박,특급호텔,201710,RED,활동,635200 ,1
289,프랑스,강원,원주시,음식,한식,201708,WHITE,활동,127800 ,5
290,프랑스,강원,원주시,쇼핑,할인점/편의점,201607,RED,휴식,1200 ,1
291,프랑스,강원,춘천시,음식,한식,201707,WHITE,휴식,84000 ,3
292,프랑스,강원,평창군,음식,한식,201709,WHITE,휴식,82000 ,1
293,프랑스,강원,강릉시,음식,한식,201801,RED,취침,206000 ,9
294,프랑스,강원,속초시,음식,한식,201701,WHITE,활동,24500 ,2
295,프랑스,강원,양양군,쇼핑,할인점/편의점,201808,WHITE,휴식,38900 ,3
296,프랑스,강원,횡성군,음식,한식,201703,WHITE,휴식,53000 ,2
297,프랑스,강원,강릉시,음식,한식,201812,WHITE,휴식,78000 ,2
298,프랑스,강원,강릉시,음식,한식,201808,WHITE,활동,325500 ,5
299,프랑스,강원,동해시,교통,교통,201809,RED,활동,62000 ,1
300,프랑스,강원,속초시,쇼핑,할인점/편의점,201606,RED,휴식,15750 ,3
301,프랑스,강원,속초시,음식,한식,201608,RED,활동,48000 ,2
302,프랑스,강원,영월군,음식,한식,201605,RED,활동,21000 ,1
303,프랑스,강원,원주시,음식,한식,201811,WHITE,휴식,46000 ,2
304,프랑스,강원,원주시,쇼핑,기타쇼핑,201809,WHITE,휴식,48000 ,1
305,프랑스,강원,춘천시,쇼핑,기타쇼핑,201806,WHITE,활동,4500 ,1
306,프랑스,강원,춘천시,음식,한식,201607,RED,활동,34000 ,1
307,프랑스,강원,춘천시,음식,한식,201606,WHITE,휴식,15000 ,1
308,프랑스,강원,화천군,음식,한식,201809,RED,휴식,109000 ,1
309,프랑스,강원,강릉시,쇼핑,기타쇼핑,201710,RED,휴식,125300 ,1
310,프랑스,강원,강릉시,음식,한식,201707,RED,휴식,46000 ,1
311,프랑스,강원,강릉시,쇼핑,할인점/편의점,201708,RED,휴식,37500 ,3
312,프랑스,강원,고성군,음식,한식,201706,WHITE,휴식,30000 ,1
313,프랑스,강원,동해시,쇼핑,할인점/편의점,201609,WHITE,활동,10600 ,2
314,프랑스,강원,동해시,음식,한식,201709,WHITE,활동,225000 ,3
315,프랑스,강원,삼척시,쇼핑,할인점/편의점,201802,WHITE,활동,22800 ,3
316,프랑스,강원,속초시,체험,목욕시설,201607,WHITE,취침,20000 ,1
317,프랑스,강원,속초시,숙박,특급호텔,201710,WHITE,휴식,190765 ,3
318,프랑스,강원,속초시,음식,한식,201706,WHITE,활동,38000 ,4
319,프랑스,강원,양양군,음식,한식,201710,RED,활동,17500 ,2
320,프랑스,강원,원주시,음식,한식,201712,WHITE,휴식,30000 ,1
321,프랑스,강원,철원군,음식,한식,201702,RED,활동,14000 ,1
322,프랑스,강원,철원군,음식,한식,201701,WHITE,활동,24000 ,1
323,프랑스,강원,춘천시,체험,"이용,미용",201705,WHITE,활동,7000 ,1
324,프랑스,강원,춘천시,음식,한식,201808,WHITE,활동,61000 ,2
325,프랑스,강원,춘천시,음식,한식,201802,WHITE,휴식,57900 ,4
326,프랑스,강원,태백시,음식,한식,201706,RED,휴식,64000 ,1
327,프랑스,강원,평창군,쇼핑,할인점/편의점,201612,RED,휴식,68720 ,3
328,프랑스,강원,강릉시,쇼핑,기타쇼핑,201710,RED,활동,20600 ,1
329,프랑스,강원,강릉시,쇼핑,할인점/편의점,201801,RED,취침,1810 ,1
330,프랑스,강원,강릉시,쇼핑,할인점/편의점,201604,WHITE,활동,34070 ,2
331,프랑스,강원,동해시,쇼핑,할인점/편의점,201806,WHITE,활동,4000 ,1
332,프랑스,강원,삼척시,쇼핑,할인점/편의점,201810,RED,활동,2400 ,1
333,프랑스,강원,속초시,음식,한식,201802,WHITE,활동,120500 ,6
334,프랑스,강원,속초시,음식,한식,201812,RED,활동,113000 ,4
335,프랑스,강원,속초시,음식,한식,201605,RED,휴식,134360 ,6
336,프랑스,강원,속초시,숙박,특급호텔,201605,RED,취침,607000 ,1
337,프랑스,강원,인제군,교통,교통,201807,WHITE,활동,431561 ,5
338,프랑스,강원,춘천시,쇼핑,할인점/편의점,201802,WHITE,활동,168430 ,12
339,프랑스,강원,춘천시,쇼핑,기타쇼핑,201805,WHITE,활동,93800 ,3
