,nation,sido,gu,GB3,GB2,TA_YM,DAW_CCD_R,APV_TS_DL_TM_R,VLM,USEC
63,아랍에미레이트,강원,강릉시,음식,한식외,201705,WHITE,활동,146700 ,5
64,아랍에미레이트,강원,강릉시,음식,한식외,201711,RED,휴식,636700 ,2
65,아랍에미레이트,강원,동해시,음식,한식외,201709,RED,활동,33600 ,1
66,아랍에미레이트,강원,동해시,음식,한식외,201801,RED,휴식,107400 ,2
67,아랍에미레이트,강원,평창군,음식,한식외,201603,RED,활동,203200 ,2
68,아랍에미레이트,강원,평창군,음식,한식외,201610,WHITE,휴식,129900 ,4
69,아랍에미레이트,강원,동해시,음식,한식외,201804,RED,휴식,5500 ,1
70,아랍에미레이트,강원,강릉시,쇼핑,가전전자제품,201707,RED,활동,5400 ,1
71,아랍에미레이트,강원,춘천시,음식,한식외,201708,WHITE,활동,59300 ,2
72,아랍에미레이트,강원,원주시,쇼핑,가전전자제품,201601,RED,활동,497900 ,1
73,아랍에미레이트,강원,원주시,쇼핑,의류잡화,201711,WHITE,활동,338000 ,1
74,아랍에미레이트,강원,강릉시,쇼핑,관광상품,201611,RED,활동,62000 ,1
75,아랍에미레이트,강원,양양군,쇼핑,관광상품,201707,WHITE,휴식,6000 ,1
76,아랍에미레이트,강원,양양군,쇼핑,관광상품,201803,WHITE,활동,229000 ,4
77,아랍에미레이트,강원,춘천시,쇼핑,관광상품,201808,RED,활동,384100 ,2
78,아랍에미레이트,강원,춘천시,쇼핑,관광상품,201612,WHITE,활동,12000 ,2
79,아랍에미레이트,강원,속초시,음식,한식,201610,WHITE,휴식,68000 ,1
80,아랍에미레이트,강원,춘천시,음식,한식,201607,RED,활동,23000 ,1
81,아랍에미레이트,강원,평창군,숙박,특급호텔,201610,WHITE,활동,2408000 ,2
82,아랍에미레이트,강원,평창군,숙박,특급호텔,201607,RED,활동,475710 ,2
83,아랍에미레이트,강원,원주시,음식,한식,201709,RED,활동,5550 ,2
84,아랍에미레이트,강원,원주시,음식,한식,201704,RED,활동,62000 ,1
85,아랍에미레이트,강원,속초시,음식,한식,201610,WHITE,활동,62500 ,3
86,아랍에미레이트,강원,속초시,숙박,특급호텔,201711,RED,휴식,37220 ,2
87,아랍에미레이트,강원,원주시,쇼핑,기타쇼핑,201608,WHITE,활동,60500 ,1
88,아랍에미레이트,강원,춘천시,음식,한식,201705,WHITE,휴식,59530 ,2
89,아랍에미레이트,강원,평창군,음식,한식,201704,WHITE,활동,171000 ,3
90,아랍에미레이트,강원,평창군,쇼핑,할인점/편의점,201702,WHITE,활동,108900 ,8
91,아랍에미레이트,강원,춘천시,음식,한식,201806,RED,휴식,85000 ,1
92,아랍에미레이트,강원,평창군,쇼핑,할인점/편의점,201809,WHITE,휴식,48900 ,1
93,아랍에미레이트,강원,인제군,쇼핑,할인점/편의점,201809,WHITE,활동,34300 ,3
94,아랍에미레이트,강원,강릉시,음식,한식,201810,WHITE,활동,188000 ,4
95,아랍에미레이트,강원,춘천시,음식,한식,201805,WHITE,휴식,248000 ,3
96,아랍에미레이트,강원,평창군,음식,한식,201801,WHITE,활동,457000 ,9
97,아랍에미레이트,강원,양양군,음식,한식,201805,RED,활동,298000 ,1
98,아랍에미레이트,강원,원주시,음식,한식,201807,WHITE,휴식,48000 ,1
99,아랍에미레이트,강원,정선군,음식,한식,201802,WHITE,활동,7000 ,1
100,아랍에미레이트,강원,원주시,숙박,특급호텔,201608,WHITE,휴식,66900 ,1
101,아랍에미레이트,강원,원주시,숙박,특급호텔,201607,RED,활동,110000 ,1
102,아랍에미레이트,강원,춘천시,음식,한식,201606,WHITE,활동,16500 ,1
103,아랍에미레이트,강원,홍천군,음식,한식,201611,WHITE,활동,31000 ,1
104,아랍에미레이트,강원,횡성군,음식,한식,201610,WHITE,활동,122900 ,1
105,아랍에미레이트,강원,강릉시,교통,교통,201709,RED,취침,24000 ,1
106,아랍에미레이트,강원,강릉시,쇼핑,할인점/편의점,201607,RED,휴식,46000 ,2
107,아랍에미레이트,강원,평창군,음식,한식,201609,WHITE,휴식,73000 ,1
108,아랍에미레이트,강원,강릉시,쇼핑,기타쇼핑,201710,RED,활동,1063400 ,2
109,아랍에미레이트,강원,평창군,음식,한식,201705,WHITE,활동,76000 ,2
110,아랍에미레이트,강원,속초시,음식,한식,201807,WHITE,활동,262000 ,6
111,아랍에미레이트,강원,원주시,쇼핑,할인점/편의점,201808,WHITE,휴식,180320 ,4
112,아랍에미레이트,강원,강릉시,음식,한식,201610,WHITE,휴식,27000 ,1
113,아랍에미레이트,강원,속초시,쇼핑,할인점/편의점,201610,RED,활동,4200 ,1
114,아랍에미레이트,강원,속초시,음식,한식,201610,RED,활동,67000 ,3
115,아랍에미레이트,강원,양양군,쇼핑,할인점/편의점,201802,WHITE,휴식,23920 ,1
116,아랍에미레이트,강원,양양군,음식,한식,201807,WHITE,활동,139000 ,3
117,아랍에미레이트,강원,원주시,쇼핑,할인점/편의점,201806,RED,활동,28340 ,2
118,아랍에미레이트,강원,홍천군,음식,한식,201608,RED,휴식,322000 ,1
119,아랍에미레이트,강원,원주시,숙박,특급호텔,201712,WHITE,활동,155400 ,2
120,아랍에미레이트,강원,춘천시,음식,한식,201708,WHITE,활동,153000 ,2
121,아랍에미레이트,강원,홍천군,음식,한식,201709,WHITE,휴식,37000 ,1
122,아랍에미레이트,강원,속초시,음식,한식,201706,WHITE,활동,30000 ,1
123,아랍에미레이트,강원,원주시,음식,한식,201809,WHITE,휴식,207000 ,2
124,아랍에미레이트,강원,원주시,음식,한식,201803,RED,활동,30000 ,1
125,아랍에미레이트,강원,원주시,음식,한식,201807,RED,활동,4100 ,1
126,아랍에미레이트,강원,인제군,쇼핑,할인점/편의점,201808,WHITE,활동,9600 ,1
127,아랍에미레이트,강원,춘천시,음식,한식,201710,WHITE,휴식,70000 ,1
128,아랍에미레이트,강원,평창군,음식,한식,201807,WHITE,활동,124000 ,1
129,아랍에미레이트,강원,홍천군,음식,한식,201810,WHITE,휴식,8400 ,1
130,아랍에미레이트,강원,원주시,숙박,특급호텔,201808,RED,활동,1507740 ,9
131,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201601,WHITE,활동,17100 ,2
132,아랍에미레이트,강원,평창군,쇼핑,할인점/편의점,201605,RED,휴식,29720 ,1
133,아랍에미레이트,강원,홍천군,음식,한식,201712,RED,활동,1000 ,1
134,아랍에미레이트,강원,횡성군,음식,한식,201804,WHITE,활동,34000 ,1
135,아랍에미레이트,강원,영월군,음식,한식,201606,WHITE,활동,28000 ,1
136,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201706,RED,휴식,16900 ,2
137,아랍에미레이트,강원,평창군,쇼핑,할인점/편의점,201705,WHITE,활동,19300 ,2
138,아랍에미레이트,강원,횡성군,음식,한식,201807,WHITE,활동,60000 ,1
139,아랍에미레이트,강원,속초시,숙박,특급호텔,201806,WHITE,활동,182280 ,1
140,아랍에미레이트,강원,양양군,쇼핑,할인점/편의점,201607,RED,휴식,49400 ,2
141,아랍에미레이트,강원,원주시,체험,"이용,미용",201804,WHITE,활동,50000 ,1
142,아랍에미레이트,강원,원주시,음식,한식,201608,WHITE,활동,135000 ,1
143,아랍에미레이트,강원,철원군,쇼핑,기타쇼핑,201806,RED,활동,33000 ,1
144,아랍에미레이트,강원,강릉시,음식,한식,201706,WHITE,휴식,240000 ,2
145,아랍에미레이트,강원,강릉시,체험,"이용,미용",201710,RED,활동,176000 ,1
146,아랍에미레이트,강원,삼척시,음식,한식,201709,WHITE,활동,17100 ,1
147,아랍에미레이트,강원,춘천시,음식,한식,201704,RED,휴식,11000 ,1
148,아랍에미레이트,강원,홍천군,음식,한식,201705,RED,휴식,134000 ,1
149,아랍에미레이트,강원,홍천군,음식,한식,201607,WHITE,활동,46000 ,1
150,아랍에미레이트,강원,삼척시,음식,한식,201811,WHITE,휴식,228000 ,1
151,아랍에미레이트,강원,원주시,숙박,특급호텔,201605,WHITE,활동,128000 ,2
152,아랍에미레이트,강원,평창군,음식,한식,201710,RED,활동,38000 ,2
153,아랍에미레이트,강원,삼척시,쇼핑,할인점/편의점,201607,RED,활동,17250 ,2
154,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201701,WHITE,활동,115970 ,2
155,아랍에미레이트,강원,평창군,숙박,특급호텔,201710,WHITE,활동,26499 ,1
156,아랍에미레이트,강원,홍천군,음식,한식,201607,RED,활동,18600 ,1
157,아랍에미레이트,강원,강릉시,음식,한식,201806,RED,활동,169000 ,1
158,아랍에미레이트,강원,영월군,음식,한식,201801,WHITE,휴식,65600 ,1
159,아랍에미레이트,강원,정선군,쇼핑,할인점/편의점,201808,WHITE,활동,4400 ,1
160,아랍에미레이트,강원,정선군,숙박,특급호텔,201709,WHITE,활동,166669 ,1
161,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201705,RED,활동,12800 ,1
162,아랍에미레이트,강원,평창군,쇼핑,할인점/편의점,201601,RED,휴식,7600 ,1
163,아랍에미레이트,강원,홍천군,음식,한식,201807,RED,휴식,21000 ,1
164,아랍에미레이트,강원,강릉시,교통,교통,201810,WHITE,활동,89975 ,2
165,아랍에미레이트,강원,속초시,쇼핑,할인점/편의점,201804,WHITE,활동,18100 ,2
166,아랍에미레이트,강원,원주시,쇼핑,할인점/편의점,201802,WHITE,활동,52000 ,1
167,아랍에미레이트,강원,정선군,음식,한식,201808,WHITE,활동,11000 ,1
168,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201708,RED,휴식,20900 ,1
169,아랍에미레이트,강원,춘천시,음식,한식,201601,RED,활동,56000 ,1
170,아랍에미레이트,강원,평창군,숙박,특급호텔,201801,WHITE,휴식,48599 ,1
171,아랍에미레이트,강원,홍천군,음식,한식,201802,WHITE,활동,23800 ,1
172,아랍에미레이트,강원,강릉시,쇼핑,할인점/편의점,201708,RED,취침,22500 ,1
173,아랍에미레이트,강원,강릉시,체험,"이용,미용",201802,WHITE,활동,160000 ,1
174,아랍에미레이트,강원,삼척시,음식,한식,201810,WHITE,활동,66000 ,1
175,아랍에미레이트,강원,속초시,쇼핑,할인점/편의점,201704,RED,휴식,8500 ,1
176,아랍에미레이트,강원,평창군,숙박,특급호텔,201703,WHITE,휴식,111497 ,1
177,아랍에미레이트,강원,평창군,숙박,특급호텔,201802,RED,활동,2945620 ,3
178,아랍에미레이트,강원,속초시,쇼핑,할인점/편의점,201808,RED,활동,120730 ,3
179,아랍에미레이트,강원,동해시,쇼핑,의류잡화,201712,WHITE,활동,399000 ,1
180,아랍에미레이트,강원,평창군,쇼핑,의류잡화,201712,WHITE,활동,1120600 ,20
181,아랍에미레이트,강원,평창군,쇼핑,의류잡화,201702,WHITE,활동,1527800 ,35
182,아랍에미레이트,강원,홍천군,스포츠,실외골프장,201710,WHITE,활동,529000 ,1
183,아랍에미레이트,강원,횡성군,스포츠,실외골프장,201609,RED,활동,450000 ,1
184,아랍에미레이트,강원,철원군,쇼핑,의류잡화,201707,WHITE,활동,142500 ,2
185,아랍에미레이트,강원,평창군,쇼핑,기타쇼핑,201606,RED,활동,93560 ,1
186,아랍에미레이트,강원,평창군,숙박,1급2급호텔,201702,RED,활동,240700 ,4
187,아랍에미레이트,강원,속초시,쇼핑,기타쇼핑,201804,WHITE,활동,25000 ,1
188,아랍에미레이트,강원,평창군,숙박,1급2급호텔,201812,WHITE,활동,20000 ,1
189,아랍에미레이트,강원,속초시,음식,한식외,201812,WHITE,휴식,48300 ,1
190,아랍에미레이트,강원,춘천시,쇼핑,의류잡화,201804,RED,활동,84000 ,2
191,아랍에미레이트,강원,홍천군,쇼핑,의류잡화,201801,WHITE,활동,168000 ,3
192,아랍에미레이트,강원,속초시,쇼핑,기타쇼핑,201608,WHITE,휴식,20000 ,1
193,아랍에미레이트,강원,원주시,스포츠,레저스포츠,201606,WHITE,활동,10500 ,2
194,아랍에미레이트,강원,평창군,스포츠,실외골프장,201810,WHITE,활동,741380 ,3
195,아랍에미레이트,강원,평창군,음식,음료제과,201601,WHITE,활동,12400 ,1
196,아랍에미레이트,강원,강릉시,쇼핑,의류잡화,201706,WHITE,활동,151900 ,2
197,아랍에미레이트,강원,강릉시,음식,한식외,201703,WHITE,활동,6400 ,1
198,아랍에미레이트,강원,원주시,음식,한식외,201604,RED,휴식,131200 ,1
199,아랍에미레이트,강원,평창군,쇼핑,의류잡화,201612,RED,활동,480800 ,2
200,아랍에미레이트,강원,홍천군,쇼핑,기타쇼핑,201706,RED,활동,31000 ,1
201,아랍에미레이트,강원,횡성군,쇼핑,기타쇼핑,201710,RED,활동,110000 ,1
202,아랍에미레이트,강원,속초시,쇼핑,의류잡화,201810,RED,휴식,264200 ,2
203,아랍에미레이트,강원,원주시,쇼핑,의류잡화,201802,WHITE,활동,79000 ,1
204,아랍에미레이트,강원,평창군,음식,음료제과,201802,RED,활동,191800 ,9
205,아랍에미레이트,강원,평창군,음식,음료제과,201801,RED,활동,51600 ,6
206,아랍에미레이트,강원,홍천군,쇼핑,의류잡화,201812,RED,활동,198000 ,1
207,아랍에미레이트,강원,강릉시,쇼핑,기타쇼핑,201703,WHITE,활동,27000 ,1
208,아랍에미레이트,강원,강릉시,쇼핑,기타쇼핑,201601,WHITE,휴식,173000 ,1
209,아랍에미레이트,강원,양양군,스포츠,실외골프장,201605,RED,활동,151800 ,1
210,아랍에미레이트,강원,원주시,음식,한식외,201701,RED,휴식,140000 ,1
211,아랍에미레이트,강원,평창군,스포츠,레저스포츠,201702,WHITE,활동,793900 ,7
212,아랍에미레이트,강원,평창군,숙박,1급2급호텔,201607,RED,활동,187500 ,5
213,아랍에미레이트,강원,홍천군,스포츠,실외골프장,201605,WHITE,활동,733500 ,2
214,아랍에미레이트,강원,횡성군,스포츠,실외골프장,201703,WHITE,활동,25000 ,1
215,아랍에미레이트,강원,강릉시,교통,교통,201810,RED,활동,200000 ,1
216,아랍에미레이트,강원,속초시,음식,음료제과,201806,RED,활동,8200 ,1
217,아랍에미레이트,강원,춘천시,쇼핑,의류잡화,201809,WHITE,활동,39000 ,2
218,아랍에미레이트,강원,춘천시,쇼핑,의류잡화,201806,RED,활동,18000 ,2
219,아랍에미레이트,강원,춘천시,스포츠,실외골프장,201805,WHITE,활동,445000 ,2
220,아랍에미레이트,강원,평창군,숙박,1급2급호텔,201803,WHITE,활동,123500 ,3
221,아랍에미레이트,강원,홍천군,스포츠,실외골프장,201705,RED,활동,545000 ,1
222,아랍에미레이트,강원,원주시,음식,한식외,201809,WHITE,활동,80400 ,1
223,아랍에미레이트,강원,원주시,쇼핑,기타쇼핑,201605,WHITE,활동,172410 ,3
224,아랍에미레이트,강원,원주시,쇼핑,의류잡화,201604,WHITE,활동,375700 ,9
225,아랍에미레이트,강원,춘천시,스포츠,레저스포츠,201608,WHITE,활동,180000 ,2
226,아랍에미레이트,강원,춘천시,스포츠,실외골프장,201706,WHITE,활동,433000 ,2
227,아랍에미레이트,강원,평창군,쇼핑,의류잡화,201803,WHITE,휴식,66300 ,2
228,아랍에미레이트,강원,평창군,숙박,1급2급호텔,201601,WHITE,활동,227000 ,3
229,아랍에미레이트,강원,동해시,음식,음료제과,201804,WHITE,활동,76300 ,3
230,아랍에미레이트,강원,영월군,스포츠,실외골프장,201809,WHITE,휴식,2700 ,1
231,아랍에미레이트,강원,원주시,스포츠,실외골프장,201808,RED,활동,101500 ,1
232,아랍에미레이트,강원,춘천시,스포츠,레저스포츠,201710,WHITE,활동,44000 ,1
233,아랍에미레이트,강원,원주시,쇼핑,의류잡화,201606,WHITE,활동,387000 ,4
234,아랍에미레이트,강원,홍천군,쇼핑,기타쇼핑,201610,WHITE,활동,46340 ,1
235,아랍에미레이트,강원,춘천시,음식,한식외,201808,RED,휴식,61000 ,1
236,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201808,RED,활동,368900 ,12
237,아랍에미레이트,강원,춘천시,쇼핑,의류잡화,201808,RED,활동,190000 ,5
238,아랍에미레이트,강원,횡성군,쇼핑,기타쇼핑,201808,RED,휴식,129600 ,2
239,아랍에미레이트,강원,강릉시,쇼핑,의류잡화,201703,WHITE,활동,58000 ,1
240,아랍에미레이트,강원,강릉시,쇼핑,의류잡화,201706,RED,활동,171200 ,2
241,아랍에미레이트,강원,고성군,스포츠,실외골프장,201806,WHITE,휴식,137000 ,1
242,아랍에미레이트,강원,속초시,쇼핑,기타쇼핑,201806,RED,휴식,230000 ,1
243,아랍에미레이트,강원,속초시,음식,음료제과,201811,WHITE,활동,5600 ,1
244,아랍에미레이트,강원,속초시,쇼핑,의류잡화,201803,WHITE,활동,190200 ,1
245,아랍에미레이트,강원,원주시,스포츠,실외골프장,201607,WHITE,휴식,168000 ,1
246,아랍에미레이트,강원,춘천시,스포츠,레저스포츠,201711,WHITE,활동,7000 ,1
247,아랍에미레이트,강원,춘천시,쇼핑,의류잡화,201709,RED,활동,21000 ,1
248,아랍에미레이트,강원,평창군,쇼핑,기타쇼핑,201808,RED,활동,175000 ,1
249,아랍에미레이트,강원,평창군,쇼핑,기타쇼핑,201806,WHITE,활동,81920 ,1
250,아랍에미레이트,강원,홍천군,쇼핑,기타쇼핑,201603,WHITE,활동,31600 ,1
251,아랍에미레이트,강원,강릉시,음식,한식외,201704,WHITE,활동,24400 ,3
252,아랍에미레이트,강원,철원군,쇼핑,의류잡화,201808,WHITE,활동,219000 ,1
253,아랍에미레이트,강원,횡성군,스포츠,실외골프장,201709,RED,활동,124700 ,1
254,아랍에미레이트,강원,횡성군,쇼핑,기타쇼핑,201806,WHITE,활동,200000 ,1
255,아랍에미레이트,강원,인제군,쇼핑,할인점/편의점,201607,WHITE,활동,12350 ,2
256,아랍에미레이트,강원,홍천군,쇼핑,의류잡화,201802,WHITE,활동,110000 ,1
257,아랍에미레이트,강원,속초시,쇼핑,기타쇼핑,201807,RED,휴식,680000 ,1
258,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201707,WHITE,활동,80000 ,2
259,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201704,RED,활동,300000 ,7
260,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201702,WHITE,활동,16000 ,1
261,아랍에미레이트,강원,원주시,쇼핑,의류잡화,201701,RED,활동,65000 ,1
262,아랍에미레이트,강원,평창군,쇼핑,의류잡화,201705,WHITE,휴식,16800 ,1
263,아랍에미레이트,강원,원주시,숙박,1급2급호텔,201704,WHITE,취침,80000 ,1
264,아랍에미레이트,강원,춘천시,쇼핑,의류잡화,201801,RED,활동,408000 ,1
265,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201706,WHITE,활동,143000 ,3
266,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201607,RED,활동,112000 ,4
267,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201706,RED,활동,32000 ,1
268,아랍에미레이트,강원,춘천시,숙박,1급2급호텔,201806,RED,활동,11000 ,1
269,아랍에미레이트,강원,강릉시,음식,한식외,201708,RED,활동,2900 ,1
270,아랍에미레이트,강원,원주시,음식,한식외,201606,RED,활동,6800 ,1
271,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201711,RED,활동,502100 ,5
272,아랍에미레이트,강원,삼척시,쇼핑,할인점/편의점,201812,WHITE,휴식,126050 ,2
273,아랍에미레이트,강원,평창군,음식,한식외,201712,WHITE,휴식,168500 ,5
274,아랍에미레이트,강원,홍천군,음식,한식외,201809,RED,휴식,24200 ,2
275,아랍에미레이트,강원,인제군,음식,한식외,201804,WHITE,활동,17500 ,1
276,아랍에미레이트,강원,인제군,음식,한식외,201807,RED,활동,7500 ,1
277,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201804,WHITE,활동,643650 ,16
278,아랍에미레이트,강원,춘천시,음식,한식외,201803,WHITE,휴식,45500 ,1
279,아랍에미레이트,강원,평창군,음식,한식외,201803,WHITE,활동,59700 ,5
280,아랍에미레이트,강원,횡성군,쇼핑,할인점/편의점,201807,WHITE,휴식,52780 ,1
281,아랍에미레이트,강원,강릉시,쇼핑,화장품,201803,RED,활동,68000 ,1
282,아랍에미레이트,강원,강릉시,쇼핑,할인점/편의점,201607,WHITE,활동,437200 ,2
283,아랍에미레이트,강원,강릉시,쇼핑,할인점/편의점,201702,WHITE,활동,100650 ,3
284,아랍에미레이트,강원,강릉시,쇼핑,할인점/편의점,201706,RED,활동,342780 ,3
285,아랍에미레이트,강원,원주시,쇼핑,할인점/편의점,201604,RED,활동,167110 ,5
286,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201610,RED,활동,64620 ,3
287,아랍에미레이트,강원,화천군,쇼핑,할인점/편의점,201807,WHITE,활동,33000 ,1
288,아랍에미레이트,강원,강릉시,음식,한식외,201708,WHITE,활동,251000 ,2
289,아랍에미레이트,강원,속초시,쇼핑,할인점/편의점,201802,WHITE,활동,691100 ,6
290,아랍에미레이트,강원,춘천시,쇼핑,할인점/편의점,201706,RED,활동,470200 ,6
291,아랍에미레이트,강원,춘천시,음식,한식외,201807,RED,휴식,43800 ,2
292,아랍에미레이트,강원,평창군,음식,한식외,201807,RED,활동,81000 ,1
293,아랍에미레이트,강원,강릉시,음식,한식외,201810,WHITE,휴식,151000 ,2
294,아랍에미레이트,강원,속초시,음식,한식외,201804,WHITE,활동,86500 ,2
295,아랍에미레이트,강원,평창군,음식,한식외,201808,RED,활동,558450 ,4
296,아랍에미레이트,강원,평창군,음식,한식외,201802,RED,휴식,180000 ,11
297,아랍에미레이트,강원,강릉시,쇼핑,할인점/편의점,201707,WHITE,활동,11030 ,1
298,아랍에미레이트,강원,삼척시,음식,한식외,201801,WHITE,활동,8700 ,1
299,아랍에미레이트,강원,춘천시,음식,한식외,201707,WHITE,휴식,47400 ,3
300,아랍에미레이트,강원,평창군,음식,한식외,201706,RED,활동,100000 ,3
301,아랍에미레이트,강원,강릉시,음식,한식외,201602,WHITE,활동,167000 ,2
302,아랍에미레이트,강원,강릉시,음식,한식외,201706,WHITE,휴식,604000 ,1
303,아랍에미레이트,강원,속초시,음식,한식외,201709,WHITE,취침,1940000 ,2
