,nation,sido,gu,GB3,GB2,TA_YM,DAW_CCD_R,APV_TS_DL_TM_R,VLM,USEC
105,독일,강원,강릉시,쇼핑,할인점/편의점,201712,WHITE,활동,2456090 ,21
106,독일,강원,고성군,쇼핑,할인점/편의점,201801,WHITE,활동,4420 ,1
107,독일,강원,속초시,쇼핑,기타쇼핑,201805,WHITE,활동,7500 ,1
108,독일,강원,속초시,쇼핑,할인점/편의점,201604,RED,활동,182630 ,2
109,독일,강원,영월군,쇼핑,할인점/편의점,201807,WHITE,활동,29320 ,1
110,독일,강원,원주시,쇼핑,할인점/편의점,201707,WHITE,휴식,100660 ,7
111,독일,강원,춘천시,쇼핑,할인점/편의점,201610,RED,활동,436030 ,14
112,독일,강원,춘천시,쇼핑,할인점/편의점,201610,WHITE,활동,511240 ,36
113,독일,강원,춘천시,쇼핑,할인점/편의점,201708,RED,휴식,61610 ,2
114,독일,강원,평창군,쇼핑,할인점/편의점,201707,RED,활동,148530 ,10
115,독일,강원,평창군,쇼핑,할인점/편의점,201604,WHITE,활동,225760 ,14
116,독일,강원,평창군,쇼핑,할인점/편의점,201707,RED,휴식,184090 ,6
117,독일,강원,평창군,쇼핑,할인점/편의점,201612,WHITE,휴식,195480 ,5
118,독일,강원,평창군,쇼핑,할인점/편의점,201802,WHITE,활동,24210110 ,985
119,독일,강원,평창군,쇼핑,할인점/편의점,201609,WHITE,휴식,61530 ,2
120,독일,강원,평창군,쇼핑,할인점/편의점,201703,RED,활동,1248170 ,94
121,독일,강원,평창군,쇼핑,할인점/편의점,201706,WHITE,휴식,135360 ,4
122,독일,강원,평창군,쇼핑,할인점/편의점,201611,WHITE,활동,151270 ,8
123,독일,강원,횡성군,쇼핑,할인점/편의점,201808,RED,활동,48000 ,1
124,독일,강원,강릉시,쇼핑,할인점/편의점,201805,RED,휴식,160720 ,4
125,독일,강원,원주시,음식,한식외,201711,WHITE,활동,61600 ,11
126,독일,강원,횡성군,쇼핑,할인점/편의점,201802,WHITE,활동,111360 ,8
127,독일,강원,강릉시,음식,한식외,201803,WHITE,활동,1293150 ,47
128,독일,강원,동해시,음식,한식외,201806,WHITE,휴식,6600 ,1
129,독일,강원,속초시,음식,한식외,201705,WHITE,활동,162200 ,13
130,독일,강원,원주시,음식,한식외,201804,WHITE,활동,98800 ,13
131,독일,강원,원주시,음식,한식외,201810,WHITE,휴식,61100 ,5
132,독일,강원,원주시,음식,한식외,201609,WHITE,휴식,6800 ,1
133,독일,강원,인제군,음식,한식외,201704,RED,활동,56720 ,1
134,독일,강원,평창군,음식,한식외,201802,WHITE,휴식,16385350 ,556
135,독일,강원,평창군,음식,한식외,201802,RED,휴식,6448540 ,223
136,독일,강원,평창군,음식,한식외,201702,WHITE,휴식,984100 ,30
137,독일,강원,홍천군,음식,한식외,201601,RED,활동,7100 ,1
138,독일,강원,삼척시,음식,한식외,201812,RED,활동,3800 ,1
139,독일,강원,속초시,음식,한식외,201805,RED,활동,176700 ,10
140,독일,강원,속초시,음식,한식외,201810,WHITE,활동,921100 ,35
141,독일,강원,속초시,음식,한식외,201708,RED,휴식,359700 ,4
142,독일,강원,원주시,음식,한식외,201810,RED,휴식,22000 ,3
143,독일,강원,원주시,음식,한식외,201810,RED,활동,42700 ,4
144,독일,강원,평창군,음식,한식외,201810,WHITE,활동,42700 ,3
145,독일,강원,평창군,음식,한식외,201710,RED,활동,333400 ,16
146,독일,강원,강릉시,음식,한식외,201607,WHITE,휴식,253200 ,4
147,독일,강원,강릉시,음식,한식외,201609,WHITE,휴식,311200 ,6
148,독일,강원,동해시,음식,한식외,201607,WHITE,휴식,289800 ,10
149,독일,강원,속초시,음식,한식외,201810,RED,활동,231900 ,23
150,독일,강원,속초시,음식,한식외,201809,RED,휴식,101700 ,7
151,독일,강원,영월군,음식,한식외,201809,RED,활동,13700 ,1
152,독일,강원,원주시,음식,한식외,201704,RED,활동,44300 ,3
153,독일,강원,원주시,음식,한식외,201809,WHITE,휴식,702200 ,4
154,독일,강원,원주시,음식,한식외,201709,RED,활동,5800 ,1
155,독일,강원,원주시,음식,한식외,201812,RED,휴식,27200 ,3
156,독일,강원,춘천시,음식,한식외,201810,WHITE,휴식,167350 ,12
157,독일,강원,평창군,음식,한식외,201709,WHITE,휴식,119750 ,4
158,독일,강원,평창군,음식,한식외,201712,RED,휴식,354990 ,6
159,독일,강원,홍천군,음식,한식외,201712,WHITE,활동,59400 ,6
160,독일,강원,동해시,음식,한식외,201603,WHITE,휴식,462790 ,10
161,독일,강원,속초시,음식,한식외,201708,WHITE,휴식,997200 ,11
162,독일,강원,속초시,음식,한식외,201704,WHITE,휴식,102300 ,5
163,독일,강원,양양군,음식,한식외,201806,WHITE,활동,43000 ,1
164,독일,강원,원주시,음식,한식외,201807,WHITE,휴식,5600 ,1
165,독일,강원,태백시,음식,한식외,201610,WHITE,휴식,144700 ,3
166,독일,강원,동해시,쇼핑,가전전자제품,201602,WHITE,휴식,14900 ,1
167,독일,강원,춘천시,쇼핑,기타쇼핑,201604,WHITE,활동,117700 ,2
168,독일,강원,평창군,쇼핑,기타쇼핑,201801,WHITE,활동,52000 ,2
169,독일,강원,홍천군,쇼핑,의류잡화,201705,WHITE,활동,11000 ,1
170,독일,강원,강릉시,쇼핑,의류잡화,201802,WHITE,활동,9073550 ,69
171,독일,강원,강릉시,쇼핑,관광상품,201607,WHITE,활동,90700 ,2
172,독일,강원,강릉시,쇼핑,관광상품,201712,WHITE,활동,78000 ,1
173,독일,강원,속초시,쇼핑,의류잡화,201808,WHITE,활동,182000 ,2
174,독일,강원,양양군,쇼핑,관광상품,201609,WHITE,활동,15000 ,1
175,독일,강원,양양군,쇼핑,관광상품,201705,WHITE,활동,5000 ,1
176,독일,강원,양양군,쇼핑,관광상품,201810,WHITE,활동,40000 ,1
177,독일,강원,동해시,스포츠,수영장,201602,WHITE,활동,70000 ,2
178,독일,강원,양양군,쇼핑,관광상품,201706,WHITE,활동,23000 ,2
179,독일,강원,평창군,쇼핑,관광상품,201802,RED,휴식,66000 ,3
180,독일,강원,속초시,음식,한식,201609,WHITE,휴식,525100 ,15
181,독일,강원,평창군,쇼핑,기타쇼핑,201608,RED,활동,25000 ,1
182,독일,강원,평창군,음식,한식,201610,RED,활동,154000 ,5
183,독일,강원,속초시,음식,한식,201604,RED,활동,37000 ,2
184,독일,강원,양양군,쇼핑,할인점/편의점,201609,WHITE,활동,101400 ,7
185,독일,강원,춘천시,쇼핑,할인점/편의점,201606,WHITE,활동,311430 ,44
186,독일,강원,춘천시,음식,한식,201605,WHITE,휴식,83000 ,5
187,독일,강원,춘천시,쇼핑,할인점/편의점,201604,WHITE,휴식,182570 ,20
188,독일,강원,평창군,음식,한식,201602,WHITE,휴식,330000 ,6
189,독일,강원,속초시,음식,한식,201605,RED,활동,67300 ,3
190,독일,강원,원주시,쇼핑,기타쇼핑,201606,RED,활동,4500 ,1
191,독일,강원,춘천시,음식,한식,201610,RED,활동,207700 ,6
192,독일,강원,춘천시,쇼핑,할인점/편의점,201609,WHITE,휴식,762350 ,9
193,독일,강원,평창군,숙박,특급호텔,201610,WHITE,활동,7277680 ,23
194,독일,강원,평창군,음식,한식,201703,RED,휴식,594000 ,8
195,독일,강원,평창군,숙박,특급호텔,201702,WHITE,활동,61760564 ,63
196,독일,강원,강릉시,음식,한식,201712,WHITE,활동,149500 ,12
197,독일,강원,동해시,음식,한식,201707,WHITE,휴식,59000 ,2
198,독일,강원,속초시,음식,한식,201709,WHITE,활동,464500 ,14
199,독일,강원,원주시,쇼핑,할인점/편의점,201704,WHITE,휴식,246450 ,7
200,독일,강원,춘천시,숙박,특급호텔,201709,WHITE,활동,182000 ,2
201,독일,강원,춘천시,쇼핑,할인점/편의점,201704,RED,활동,31490 ,7
202,독일,강원,평창군,쇼핑,할인점/편의점,201703,RED,휴식,1860970 ,128
203,독일,강원,평창군,숙박,특급호텔,201703,WHITE,휴식,115500 ,4
204,독일,강원,강릉시,쇼핑,할인점/편의점,201610,WHITE,휴식,31900 ,4
205,독일,강원,삼척시,쇼핑,할인점/편의점,201710,RED,활동,18800 ,3
206,독일,강원,속초시,숙박,특급호텔,201709,WHITE,휴식,136640 ,2
207,독일,강원,속초시,쇼핑,할인점/편의점,201610,WHITE,휴식,529100 ,22
208,독일,강원,춘천시,음식,한식,201704,WHITE,휴식,116800 ,6
209,독일,강원,평창군,숙박,특급호텔,201707,WHITE,휴식,504540 ,3
210,독일,강원,평창군,숙박,특급호텔,201606,RED,활동,495650 ,4
211,독일,강원,고성군,음식,한식,201605,WHITE,휴식,411000 ,3
212,독일,강원,속초시,쇼핑,할인점/편의점,201601,RED,휴식,8200 ,1
213,독일,강원,양양군,쇼핑,할인점/편의점,201708,WHITE,휴식,39900 ,3
214,독일,강원,정선군,음식,한식,201603,WHITE,활동,93000 ,1
215,독일,강원,평창군,쇼핑,기타쇼핑,201703,RED,활동,49000 ,2
216,독일,강원,평창군,쇼핑,할인점/편의점,201602,WHITE,휴식,400260 ,26
217,독일,강원,평창군,쇼핑,할인점/편의점,201607,WHITE,활동,40400 ,8
218,독일,강원,고성군,쇼핑,할인점/편의점,201708,RED,휴식,25400 ,2
219,독일,강원,동해시,음식,한식,201705,RED,휴식,103000 ,2
220,독일,강원,속초시,교통,교통,201701,WHITE,활동,30000 ,1
221,독일,강원,속초시,체험,피부미용,201707,RED,활동,60000 ,1
222,독일,강원,춘천시,음식,한식,201704,RED,휴식,35000 ,2
223,독일,강원,춘천시,쇼핑,할인점/편의점,201709,WHITE,활동,157080 ,8
224,독일,강원,강릉시,쇼핑,할인점/편의점,201702,WHITE,활동,953390 ,26
225,독일,강원,동해시,음식,한식,201812,WHITE,활동,665000 ,6
226,독일,강원,동해시,음식,한식,201810,WHITE,활동,369500 ,4
227,독일,강원,속초시,숙박,특급호텔,201805,RED,활동,801829 ,2
228,독일,강원,속초시,음식,한식,201804,WHITE,활동,197000 ,10
229,독일,강원,양양군,음식,한식,201811,WHITE,휴식,8600 ,1
230,독일,강원,원주시,쇼핑,할인점/편의점,201802,WHITE,휴식,699600 ,18
231,독일,강원,정선군,숙박,특급호텔,201812,WHITE,활동,300000 ,1
232,독일,강원,강릉시,쇼핑,기타쇼핑,201808,WHITE,활동,333500 ,3
233,독일,강원,동해시,쇼핑,할인점/편의점,201811,WHITE,휴식,20920 ,2
234,독일,강원,속초시,숙박,특급호텔,201808,RED,활동,85801 ,1
235,독일,강원,속초시,숙박,특급호텔,201809,RED,휴식,43920 ,1
236,독일,강원,속초시,숙박,특급호텔,201803,WHITE,휴식,60500 ,1
237,독일,강원,평창군,쇼핑,기타쇼핑,201802,WHITE,활동,1314550 ,25
238,독일,강원,강릉시,쇼핑,할인점/편의점,201806,WHITE,휴식,41770 ,5
239,독일,강원,강릉시,체험,목욕시설,201802,WHITE,활동,116900 ,9
240,독일,강원,속초시,숙박,특급호텔,201805,WHITE,활동,3374378 ,12
241,독일,강원,속초시,숙박,특급호텔,201806,RED,활동,946907 ,4
242,독일,강원,속초시,음식,한식,201807,WHITE,휴식,311400 ,6
243,독일,강원,속초시,쇼핑,할인점/편의점,201808,RED,활동,710730 ,27
244,독일,강원,속초시,음식,한식,201809,RED,휴식,368000 ,10
245,독일,강원,춘천시,음식,한식,201809,WHITE,활동,111900 ,6
246,독일,강원,평창군,음식,한식,201801,WHITE,활동,695400 ,34
247,독일,강원,강릉시,음식,한식,201807,WHITE,휴식,172000 ,2
248,독일,강원,삼척시,쇼핑,할인점/편의점,201802,WHITE,휴식,167760 ,14
249,독일,강원,삼척시,음식,한식,201806,WHITE,휴식,201000 ,2
250,독일,강원,속초시,쇼핑,할인점/편의점,201811,RED,휴식,23620 ,4
251,독일,강원,속초시,숙박,특급호텔,201810,WHITE,휴식,836518 ,6
252,독일,강원,양양군,음식,한식,201805,RED,활동,32600 ,2
253,독일,강원,원주시,쇼핑,할인점/편의점,201802,RED,활동,520450 ,19
254,독일,강원,정선군,음식,한식,201811,WHITE,휴식,710000 ,1
255,독일,강원,춘천시,음식,한식,201603,WHITE,활동,167500 ,7
256,독일,강원,홍천군,음식,한식,201804,WHITE,활동,60000 ,1
257,독일,강원,강릉시,음식,한식,201711,WHITE,휴식,330200 ,5
258,독일,강원,강릉시,음식,한식,201703,WHITE,휴식,353800 ,3
259,독일,강원,춘천시,쇼핑,기타쇼핑,201607,RED,활동,25400 ,1
260,독일,강원,춘천시,쇼핑,기타쇼핑,201606,WHITE,활동,58500 ,4
261,독일,강원,동해시,음식,한식,201606,WHITE,활동,19000 ,1
262,독일,강원,동해시,쇼핑,할인점/편의점,201704,WHITE,활동,4300 ,1
263,독일,강원,속초시,숙박,특급호텔,201604,WHITE,휴식,106800 ,1
264,독일,강원,원주시,음식,한식,201708,WHITE,활동,79000 ,3
265,독일,강원,평창군,음식,한식,201706,WHITE,휴식,113000 ,3
266,독일,강원,평창군,체험,목욕시설,201610,WHITE,활동,11000 ,1
267,독일,강원,동해시,쇼핑,할인점/편의점,201710,WHITE,휴식,117070 ,4
268,독일,강원,삼척시,교통,교통,201710,WHITE,활동,30191 ,1
269,독일,강원,속초시,쇼핑,할인점/편의점,201712,RED,활동,18070 ,1
270,독일,강원,속초시,숙박,특급호텔,201709,RED,휴식,97560 ,5
271,독일,강원,원주시,쇼핑,할인점/편의점,201706,WHITE,휴식,73300 ,11
272,독일,강원,춘천시,음식,한식,201705,WHITE,활동,403500 ,4
273,독일,강원,평창군,음식,한식,201707,RED,휴식,89000 ,2
274,독일,강원,동해시,음식,한식,201803,WHITE,휴식,26000 ,1
275,독일,강원,동해시,음식,한식,201802,WHITE,활동,607000 ,7
276,독일,강원,양양군,쇼핑,할인점/편의점,201803,WHITE,활동,7600 ,2
277,독일,강원,원주시,체험,"이용,미용",201803,WHITE,활동,50000 ,1
278,독일,강원,인제군,쇼핑,할인점/편의점,201802,WHITE,활동,16900 ,2
279,독일,강원,철원군,음식,한식,201809,RED,활동,22000 ,1
280,독일,강원,춘천시,쇼핑,할인점/편의점,201811,WHITE,활동,493620 ,47
281,독일,강원,춘천시,음식,한식,201803,WHITE,활동,248500 ,14
282,독일,강원,평창군,음식,한식,201801,RED,활동,353880 ,15
283,독일,강원,평창군,숙박,특급호텔,201803,RED,활동,49188027 ,12
284,독일,강원,평창군,음식,한식,201804,WHITE,활동,113170 ,2
285,독일,강원,평창군,숙박,특급호텔,201808,RED,활동,350325 ,3
286,독일,강원,홍천군,쇼핑,할인점/편의점,201812,WHITE,활동,3800 ,1
287,독일,강원,강릉시,음식,한식,201610,WHITE,활동,61000 ,3
288,독일,강원,강릉시,음식,한식,201609,WHITE,휴식,72000 ,2
289,독일,강원,동해시,음식,한식,201808,WHITE,활동,371000 ,2
290,독일,강원,동해시,쇼핑,할인점/편의점,201606,WHITE,활동,25700 ,1
291,독일,강원,속초시,음식,한식,201610,RED,활동,128000 ,5
292,독일,강원,속초시,체험,목욕시설,201608,RED,활동,6600 ,2
293,독일,강원,양양군,음식,한식,201608,WHITE,휴식,124000 ,1
294,독일,강원,정선군,숙박,특급호텔,201611,WHITE,활동,147000 ,1
295,독일,강원,평창군,쇼핑,할인점/편의점,201704,WHITE,휴식,257300 ,10
296,독일,강원,홍천군,쇼핑,기타쇼핑,201809,WHITE,활동,2400 ,1
297,독일,강원,강릉시,음식,한식,201712,RED,활동,138300 ,5
298,독일,강원,고성군,음식,한식,201705,RED,활동,86000 ,1
299,독일,강원,동해시,음식,한식,201604,RED,휴식,51500 ,1
300,독일,강원,삼척시,음식,한식,201610,RED,휴식,8500 ,1
301,독일,강원,속초시,음식,한식,201604,WHITE,휴식,93000 ,3
302,독일,강원,속초시,음식,한식,201609,RED,휴식,120750 ,3
303,독일,강원,속초시,숙박,특급호텔,201611,WHITE,활동,393040 ,2
304,독일,강원,양양군,음식,한식,201709,WHITE,휴식,68700 ,2
305,독일,강원,원주시,쇼핑,할인점/편의점,201603,RED,휴식,13550 ,1
306,독일,강원,춘천시,쇼핑,할인점/편의점,201701,WHITE,활동,107340 ,7
307,독일,강원,홍천군,쇼핑,할인점/편의점,201601,RED,휴식,5600 ,1
308,독일,강원,강릉시,쇼핑,할인점/편의점,201703,RED,휴식,21100 ,2
309,독일,강원,속초시,숙박,특급호텔,201807,RED,활동,46620 ,1
310,독일,강원,속초시,쇼핑,의류잡화,201811,RED,활동,15600 ,5
311,독일,강원,원주시,쇼핑,할인점/편의점,201702,RED,활동,59750 ,13
312,독일,강원,원주시,음식,한식,201808,WHITE,휴식,41000 ,1
313,독일,강원,춘천시,숙박,특급호텔,201804,WHITE,활동,160000 ,1
314,독일,강원,횡성군,음식,한식,201805,WHITE,휴식,48800 ,3
315,독일,강원,속초시,쇼핑,할인점/편의점,201708,RED,활동,53560 ,3
316,독일,강원,정선군,숙박,특급호텔,201802,WHITE,휴식,1238400 ,4
317,독일,강원,춘천시,음식,한식,201807,WHITE,활동,28000 ,1
318,독일,강원,춘천시,음식,한식,201610,WHITE,휴식,220200 ,6
319,독일,강원,태백시,쇼핑,할인점/편의점,201608,WHITE,휴식,4650 ,1
320,독일,강원,평창군,음식,한식,201808,RED,활동,9000 ,1
321,독일,강원,평창군,쇼핑,할인점/편의점,201808,RED,취침,4500 ,1
322,독일,강원,평창군,숙박,특급호텔,201602,WHITE,휴식,859100 ,1
323,독일,강원,홍천군,음식,한식,201610,RED,활동,52000 ,1
324,독일,강원,강릉시,쇼핑,할인점/편의점,201705,RED,활동,220680 ,8
325,독일,강원,강릉시,쇼핑,할인점/편의점,201706,RED,휴식,193900 ,7
326,독일,강원,고성군,쇼핑,할인점/편의점,201708,WHITE,활동,22800 ,4
327,독일,강원,동해시,음식,한식,201705,WHITE,휴식,106500 ,2
328,독일,강원,속초시,음식,한식,201706,RED,취침,100000 ,1
329,독일,강원,양양군,쇼핑,할인점/편의점,201710,WHITE,휴식,65850 ,4
330,독일,강원,원주시,음식,한식,201707,WHITE,활동,116500 ,3
331,독일,강원,인제군,쇼핑,할인점/편의점,201605,WHITE,활동,16800 ,2
332,독일,강원,정선군,숙박,특급호텔,201712,RED,활동,62000 ,2
333,독일,강원,정선군,쇼핑,할인점/편의점,201707,WHITE,활동,20800 ,1
334,독일,강원,춘천시,쇼핑,할인점/편의점,201710,WHITE,취침,11500 ,2
335,독일,강원,춘천시,쇼핑,할인점/편의점,201712,WHITE,활동,158950 ,9
336,독일,강원,평창군,숙박,특급호텔,201712,WHITE,휴식,23220 ,1
337,독일,강원,홍천군,음식,한식,201609,WHITE,휴식,2000 ,1
338,독일,강원,강릉시,체험,"이용,미용",201806,WHITE,활동,15000 ,1
339,독일,강원,강릉시,체험,"이용,미용",201811,WHITE,휴식,20000 ,1
340,독일,강원,동해시,쇼핑,할인점/편의점,201808,RED,휴식,3740 ,1
341,독일,강원,동해시,쇼핑,할인점/편의점,201604,RED,활동,78190 ,5
342,독일,강원,동해시,음식,한식,201612,WHITE,활동,639000 ,2
343,독일,강원,영월군,음식,한식,201707,WHITE,활동,34000 ,1
344,독일,강원,원주시,음식,한식,201608,RED,휴식,160000 ,1
345,독일,강원,평창군,쇼핑,할인점/편의점,201611,WHITE,휴식,57170 ,7
346,독일,강원,홍천군,음식,한식,201609,WHITE,활동,68300 ,2
347,독일,강원,강릉시,쇼핑,할인점/편의점,201612,RED,휴식,2900 ,1
348,독일,강원,강릉시,음식,한식,201707,RED,활동,44000 ,2
349,독일,강원,고성군,쇼핑,할인점/편의점,201610,WHITE,활동,4400 ,1
350,독일,강원,춘천시,음식,한식,201711,RED,휴식,35500 ,2
351,독일,강원,춘천시,쇼핑,할인점/편의점,201711,WHITE,휴식,6800 ,1
352,독일,강원,평창군,음식,한식,201609,RED,휴식,33000 ,1
